হাতৰ	O
পৰা	O
গুৱাহাটী	B-LOC
উদ্ধাৰ	O
কৰাৰ	O
পিছতো	O
ইয়াৰ	O
চোৱা	O
-	O
চিতা	O
কৰিছিল	O
।	O

দৈনিক	O
চাৰিখন	O
ৰেল	O
হাওৰা	B-FAC
ষ্টেচনৰ	I-FAC
পৰা	O
দিঘালৈ	B-LOC
যায়	O
।	O

১৮৯৭	B-YEAR
চনৰ	I-YEAR
ভূমিকম্পত	O
এই	O
মন্দিৰৰ	O
বিস্তৰ	O
ক্ষতি	O
সাধন	O
কৰিছিল	O
।	O

হ'লেও	O
সপেনীয়	O
সকলে	O
১৮২৪	B-DATE
চনলৈ	I-DATE
তেওঁলোকৰ	O
অধিকাৰ	O
এৰি	O
দিয়া	O
নাছিল	O
।	O

হোৱাইট	B-LOC
হাউচ	I-LOC
চাই	O
মেলি	O
আকৌ	O
আমেৰিকাৰ	B-LOC
ৰাজধানীৰ	O
ৰাজপথেৰে	O
বাট	O
বুলিছো	O
।	O

কিছুমান	O
ডাঙৰ	O
ডাঙৰ	O
গছ	O
-	O
গছনিৰে	O
আৱৰি	O
থকা	O
এটা	O
বিৰাট	O
অঞ্চল	O
থকাৰ	O
প্ৰতি	O
লক্ষ্য	O
ৰাখি	O
এইটোৱেই	O
ঐতিহাসিক	O
লেটেকুপুখুৰী	B-LOC
বুলি	O
চিহ্নিত	O
হৈছিল	O
।	O

ছিৰিয়াৰ	B-LOC
বাতাবৰণ	O
স্নিগ্ধ	O
,	O
ই	O
মদ্যপ্ৰাচ্যৰ	B-LOC
প্ৰাচীন	O
সভ্যতাৰ	O
এখন	O
কেন্দ্ৰভূমি	O
আৰু	O
ইয়াৰ	O
ৰন্ধনশৈলী	O
সকলো	O
পৰ্যটকৰে	O
ৰুচিপূৰ্ণ	O
বুলিও	O
তেওঁলোকে	O
কৈছিল	O
।	O

৪৫.৫৬৮	O
বৰ্গ	O
কি:মি:	O
জুৰি	O
থকা	O
চক্ৰশিলা	B-LOC
অভয়াৰণ্যৰ	I-LOC
পৰা	O
কোকৰাঝাৰ	B-LOC
নগৰৰ	O
দূৰত্ব	O
৬	O
কি:মি:	O
আৰু	O
ধুবুৰী	B-LOC
নগৰৰ	O
দূৰত্ব	O
৬৮	O
কি:মি:	O
।	O

পেৰুলৈ	B-LOC
গৈছিলো	O
তাৰ	O
জনস্বাস্থ্যৰ	O
বিষয়	O
কিঞ্চিত	O
জানিবলৈ	O
।	O

এইবাবেই	O
পবিতৰা	B-LOC
অভয়াৰণ্য	I-LOC
দেশী	O
-	O
বিদেশী	O
পৰ্যটকৰ	O
বাবে	O
আকৰ্ষণীয়	O
স্থল	O
হৈ	O
পৰিছে	O
।	O

বলিভিয়াত	B-LOC
কাম	O
কৰি	O
থাকোতে	O
জনস্বাসথ্যৰ	O
প্ৰতি	O
তেওঁ	O
আকষিৰ্ত	O
হয়	O
।	O

উত্তৰ	B-LOC
-	I-LOC
পূৰ্বাঞ্চলৰ	I-LOC
প্ৰধান	O
নগৰ	O
গুৱাহাটী	I-LOC
উত্তৰ	O
-	O
পূবৰ	O
কেন্দ্ৰ	O
হিচাপে	O
যিমান	O
গুৰুত্বপূৰ্ণ	O
,	O
সিমানেই	O
গুৰুত্বপূৰ্ণ	O
সাংস্কৃতিক	O
দৃষ্টিকোণৰ	O
পৰাও	O
।	O

গোলাঘাট	B-LOC
চহৰৰ	O
একেবাৰে	O
নিকটবৰ্তী	O
হোৱা	O
কাৰণে	O
পৰ্যটকসকলৰ	O
কাৰণে	O
থকা	O
-	O
খোৱাৰ	O
সুন্দৰ	O
ব্যৱস্থা	O
গোলাঘাট	B-LOC
চহৰতে	O
কৰিব	O
পৰা	O
যায়	O
আৰু	O
গেষ্ট	O
হাউছৰ	O
সুবিধা	O
পৰ্যটকসকলে	O
সুন্দৰভাৱে	O
উপভোগ	O
কৰিব	O
পাৰে	O
।	O

বেঁকীৰ	B-LOC
এই	O
নিৰ্দশ	O
গতি	O
অব্যাহত	O
থাকিলে	O
মথনগুৰিৰ	B-LOC
ঐতিহ্যময়	O
আপাৰ	O
বাংলো	O
যে	O
নৈৰ	O
বুকুত	O
জাহ	O
যাব	O
সেয়া	O
নিশ্চিত	O
।	O

দৰাচলত	O
ৰঘুনাথ	B-LOC
মন্দিৰ	I-LOC
প্ৰাংগণত	O
সাতোটা	O
বেলগ	O
বেলেগ	O
চূড়া	O
দেখিবলৈ	O
পোৱা	O
য়ায	O
।	O

২০০৪	B-YEAR
চনত	I-YEAR
অভয়াৰণ্য	O
হিচাপে	O
স্বীকৃতি	O
লাভ	O
কৰা	O
বৰাইল	B-LOC
অভয়াৰণ্য	I-LOC
অসমৰ	B-LOC
ভিতৰত	O
আটাইতকৈ	O
উচ্চ	O
অঞ্চলত	O
অৱস্থিত	O
অভয়াৰণ্য	O
।	O

ৰাইমনা	B-LOC
ৰাষ্ট্ৰীয়	I-LOC
উদ্যান	I-LOC
হৈছে	O
অসমৰ	B-LOC
ষষ্ঠখন	O
ৰাষ্ট্ৰীয়	O
উদ্যান	O
।	O

ট্ৰেইনৰ	O
পৰা	O
নামি	O
আমি	O
এখন	O
টেস্কি	O
লৈ	O
জন্মুৰ	B-LOC
মেইন	O
মাৰ্কেটলৈ	O
ঢাপলি	O
মেলিলোঁ	O
।	O

শংকৰদেৱে	B-PER
প্ৰতিষ্ঠা	O
কৰা	O
গাংমৌ	B-LOC
থানখন	I-LOC
আনুমানিক	O
১৯২৭	B-YEAR
-	I-YEAR
১৯২৮	I-YEAR
চনমানতে	I-YEAR
খহনীয়াৰ	O
ফলত	O
ব্ৰহ্মপুত্ৰৰ	B-LOC
বুকুত	O
জাহ	O
যায়	O
।	O

তেজপুৰ	B-LOC
নগৰৰ	O
আন	O
এক	O
পবিত্ৰ	O
স্থান	O
হৈছে	O
কেতেকেশ্বৰ	B-LOC
বা	O
স্থানীয়	O
ৰাইজৰ	O
পৰিচিত	O
থিয়	O
শিলা	O
।	O

সুন্দৰীদিয়া	B-LOC
সত্ৰ	I-LOC
অসমৰ	B-LOC
মহাপুৰুষীয়া	O
নৱবৈষ্ণৱ	O
ধৰ্মৰ	O
চাৰি	O
সংহতিৰ	O
ভিতৰৰ	O
নিকা	O
সংহতিৰ	O
এক	O
সত্ৰ	O
।	O

কৰ্ণাটকৰ	B-LOC
মাডিবোৰি	B-LOC
জিলাৰ	O
অন্তৰ্গত	O
ঠাইখন	O
সাগৰ	O
পৃষ্ঠৰ	O
পৰা	O
১৫২৫	O
মিটাৰ	O
উচ্চতাত	O
অৱস্থিত	O
।	O

নাইডু	O
নগৰ	O
হৈ	O
পৰাৰ	O
আগতে	O
হায়দৰাবাদ	B-LOC
আছিল	O
নিজাম	O
নগৰ	O
।	O

পবিতৰা	B-LOC
নামটোৰ	O
উৎপত্তি	O
সম্পৰ্কে	O
কেবাটাও	O
ব্যাখ্যা	O
পোৱা	O
যায়	O
।	O

কমলাবাৰী	B-LOC
সত্ৰৰ	I-LOC
নাও	O
শিল্প	O
পৰ্যটকৰ	O
বাবে	O
আকৰ্ষণৰ	O
কেন্দ্ৰবিন্দু	O
।	O

তিৰুমালা	B-LOC
পৰ্বতৰ	I-LOC
শিখৰত	O
অৱস্থিত	O
মন্দিৰটোৰ	O
চাৰাওফালে	O
পৰ্বতেৰে	O
আবৃত	O
সেউজীয়া	O
পৰিৱেশ	O
।	O

এওঁলোকৰ	O
ভিতৰত	O
সংখ্যাধিক	O
জনজাতীয়	O
জনগোষ্ঠীকেইটা	O
হ'ল	O
-	O
ডিমাছা	B-MISC
,	O
জেমি	B-MISC
-	O
নগা	B-MISC
,	O
মাৰ	B-MISC
,	O
কুকি	B-MISC
,	O
বিয়াটে	B-MISC
,	O
ৰংখল	B-MISC
,	O
খেলমা	B-MISC
,	O
জয়ন্তীয়া	B-MISC
,	O
কাৰ্বি	B-MISC
,	O
আৰু	O
ভাইফেই	B-MISC
।	O

প্ৰাচীন	O
অসংখ্য	O
মন্দিৰ	O
আৰু	O
দেৱালয়	O
আদিয়ে	O
গুৱাহাটীক	B-LOC
এখন	O
মন্দিৰ	O
নগৰীৰ	O
পৰিচয়েৰেও	O
চিহ্নিত	O
কৰিছে	O
।	O

আহোম	B-MISC
ৰজা	O
প্ৰমত্ত	B-PER
সিংহই	I-PER
১৭৪৪	B-YEAR
চনত	I-YEAR
শুক্ৰেশ্বৰ	B-LOC
মন্দিৰ	I-LOC
নিৰ্মাণ	O
কৰিছিল	O
।	O

কেইসপ্তাহমানৰ	O
আগতে	O
পৰিবাৰসহ	O
শ্ৰীলংকা	B-LOC
নামৰ	O
ক্ষুদ্ৰ	O
দ্বীপৰাষ্ট্ৰ	O
হিচাপে	O
পৰ্যটক	O
হিচাপে	O
দহদিনমানৰ	O
কাৰণে	O
গৈছিলোঁ	O
।	O

হোলোঙাপাৰ	B-LOC
গিবন	I-LOC
অভয়াৰণ্য	I-LOC
আৰু	O
নাগালেণ্ডৰ	B-LOC
নিকটৱৰ্তী	O
হাবি	O
দিছৈ	B-LOC
উপত্যকা	I-LOC
সংৰক্ষিত	I-LOC
বনাঞ্চলৰ	I-LOC
মাজৰ	O
ঠাইখিনি	O
দিছৈ	B-LOC
,	O
কঁঠালগুৰি	B-LOC
আৰু	O
হোলোংগুৰিৰ	B-LOC
চাহ	O
বাগিছা	O
কেইখনমানে	O
অধিকাৰ	O
কৰি	O
আছে	O
।	O

১৯১৬	B-YEAR
চনত	I-YEAR
ইয়াক	O
অভয়াৰণ্য	O
ঘোষণা	O
কৰা	O
হয়	O
।	O

১৭৩৯	B-YEAR
চনত	I-YEAR
বদন	B-PER
বৰফুকনে	I-PER
গা	O
ধুবলৈ	O
যাওঁতে	O
ৰূপসিং	B-PER
বঙালে	I-PER
তেওঁক	O
হত্যা	O
কৰিছিল	O
।	O

আন	O
কোনোৱে	O
আকৌ	O
বাণ	B-PER
ৰজাৰ	O
জ্যেষ্ঠ	O
পুত্ৰ	O
ইন্দ্ৰদমনকেই	B-PER
দ'দান	B-PER
বুলিও	O
বিশ্বাস	O
কৰে	O
।	O

এই	O
গৰাকী	O
ৰাজমাওৰ	O
নাম	O
আছিল	O
বগী	B-PER
।	O

তাৰপাছতে	O
দেখা	O
য়ায	O
দুযোফালে	O
দুটা	O
বেলেগ	O
বেলেগ	O
কোঠাত	O
গণেশ	B-PER
আৰু	O
কাৰ্তিকৰ	B-PER
মাৰ্বলৰ	O
প্ৰতিমূৰ্তি	O
।	O

মাইবঙৰ	B-LOC
নামটো	O
ডিমাছা	B-MISC
ভাষাৰ	O
দুটা	O
শব্দ	O
মাই	O
আৰু	O
বাং	O
মিলি	O
হোৱা	O
বুলি	O
জনা	O
যায়	O
,	O
যাৰ	O
অৰ্থ	O
হ'ল	O
যথেষ্ট	O
খাদ্য	O
।	O

গুৱাহাটীৰ	B-LOC
পৰা	O
প্ৰায়	O
৫০০	O
কি:মি:	O
দূৰত্বত	O
তিনিচুকীয়া	B-LOC
চহৰ	O
অৱস্থিত	O
।	O

১৯৮২	B-YEAR
চনত	I-YEAR
ইয়াৰ	O
এখন	O
উদ্ভিদ	O
উদ্যান	O
স্থাপন	O
কৰা	O
হয়	O
।	O

ভাৰতবৰ্ষৰ	B-LOC
বিভিন্ন	O
স্থানৰ	O
লগত	O
ব্ৰডগ'জ	O
লাইনৰ	O
দ্বাৰা	O
তিনিচুকীয়ালৈ	B-LOC
ৰেল	O
পৰিবহণৰ	O
সু	O
-	O
ব্যৱস্থা	O
আছে	O
।	O

আনহাতে	O
আন	O
এক	O
প্ৰবাদ	O
মতে	O
অভিমন্যু	B-PER
বধৰ	O
পাছত	O
শ্ৰীকৃষ্ণই	B-PER
অৰ্জুনক	B-PER
সপ্তদললৈ	B-LOC
লৈ	O
আনিছিল	O
।	O

এই	O
তাম্ৰপত্ৰৰ	O
আকৃতি	O
দীঘে	O
৩৩	O
ছেঃমিঃ	O
আৰু	O
বহলে	O
১৬	O
ছেঃমিঃ	O
।	O

হাতী	O
আৰু	O
জীপ	O
গাড়ীৰে	O
অৰণ্য	O
দৰ্শনলৈ	O
লৈ	O
যোৱা	O
হয়	O
।	O

উমানন্দ	B-LOC
নাম	O
উমা	O
আৰু	O
আনন্দ	O
এই	O
দুই	O
শব্দৰে	O
গঠিত	O
।	O

ঘাঁহনিক	O
ছাঁয়া	O
দি	O
ৰখা	O
এই	O
ওখ	O
গছসমূহৰ	O
ভিতৰত	O
ছাভানা	O
ঘাঁহনিত	O
আমলখি	O
,	O
শিমলু	O
,	O
আৰু	O
পলসুৱা	O
ঘাঁহনিত	O
ঔটেঙা	O
গছেই	O
প্ৰধান	O
।	O

দিন	O
বাগৰাৰ	O
লগে	O
লগে	O
মন্দিৰটোলৈ	O
শিৱভক্তৰ	O
আগমন	O
ঘটিবলৈ	O
ধৰে	O
।	O

এই	O
ৰাজপ্ৰাসাদৰ	O
পশ্চিম	O
দিশত	O
এটি	O
আঠকোণীয়া	O
মন্দিৰ	O
আছে	O
।	O

১৪	B-DATE
ফেব্ৰুৱাৰী	I-DATE
ৰবিবৰীয়া	O
পুৱা	O
।	O

দেৱালয়খনলৈ	O
যাবলৈ	O
সুবিধাজনক	O
বহুকেইটা	O
পথ	O
আছে	O
।	O

মন্দিৰটোৰ	O
দেৱালটোৰ	O
বহু	O
দেৱ	O
-	O
দেৱীৰ	O
মূৰ্তি	O
খোদিত	O
কৰা	O
আছে	O
।	O

তলাতল	B-LOC
ঘৰত	I-LOC
মাটিৰ	O
তলত	O
দুটা	O
গোপন	O
সুৰংগ	O
আছিল	O
।	O

ইয়াৰ	O
লগতে	O
ইয়াত	O
শিলত	O
খোদিত	O
ভাস্কৰ্য	O
পোৱা	O
গৈছে	O
।	O

পৃথিৱীৰ	O
দেশ	O
ৰাজধানী	O
মুখস্ত	O
কৰিছিলো	O
।	O

অনিল	B-PER
সুদক্ষ	O
পদ	O
-	O
প্ৰদৰ্শক	O
।	O

মোৰ	O
কান্ধত	O
লোৱা	O
বেগটোৰ	O
দুই	O
মুৰে	O
থকা	O
মোনা	O
দুখন	O
ফাটিছিল	O
।	O

প্ৰায়	O
সকলো	O
গাঁৱতে	O
চৰকাৰী	O
বুনিয়াদী	O
বিদ্যালয়	O
,	O
অংগনবাড়ী	O
কেন্দ্ৰ	O
আদি	O
আছে	O
।	O

গতিকে	O
বহুত	O
কথা	O
ভালকৈ	O
কবও	O
পাৰিছে	O
।	O

ইয়াত	O
বনৰীয়া	O
ম'হ	O
,	O
মহিণা	O
গঁড়	O
,	O
হাতী	O
আদি	O
পোৱা	O
যায়	O
।	O

লোকবিশ্বাস	O
মতে	O
ইয়াৰ	O
মূল	O
শিৱলিংগটো	O
১৯	B-YEAR
শতিকাত	I-YEAR
পাহাৰৰ	O
কাষতে	O
স্থাপিত	O
বাবা	B-LOC
থান	I-LOC
মন্দিৰলৈ	I-LOC
স্থানান্তৰ	O
কৰা	O
হৈছিল	O
।	O

এই	O
মন্দিৰত	O
অন্নপ্ৰাশন	O
,	O
চূড়াকৰণ	O
,	O
উপনয়ন	O
আদি	O
পূজাৰীৰ	O
সহায়ত	O
কৰা	O
হয়	O
।	O

নৰ্থব্ৰুক	B-PER
গেট	I-PER
১৮৭৪	B-YEAR
চনত	I-YEAR
গুৱাহাটীত	B-LOC
,	O
ব্ৰিটিছ	O
ভাইছৰয়	O
ল'ৰ্ড	B-PER
নৰ্থব্ৰুকক	I-PER
গুৱাহাটীত	B-LOC
আদৰাৰ	O
অৰ্থে	O
নিৰ্মাণ	O
কৰা	O
হৈছিল	O
।	O

সেই	O
সময়ত	O
দক্ষিণ	B-LOC
আমেৰিকাত	I-LOC
কোকা	O
গছৰ	O
পাত	O
বিষনাশক	O
গুণৰ	O
নিজৰ	O
ওপৰতে	O
পৰীক্ষা	O
কৰিলে	O
।	O

জীৱনত	O
নৈশ	O
ক্লাবত	O
কেকৰে	O
চোৱাৰ	O
অভিজ্ঞতা	O
কেতিয়াও	O
হোৱা	O
নাই	O
।	O

ছপাশাল	O
,	O
ছপা	O
মাধ্যম	O
,	O
বৈদ্যুতিক	O
মাধ্যমসমূহৰ	O
লগত	O
জড়িত	O
বিভিন্ন	O
ব্যৱসায়	O
সমৃহেও	O
এক	O
বিশেষ	O
স্থান	O
লাভ	O
কৰিছে	O
।	O

তাৰে	O
বাওঁহাতে	O
চামৰধাৰিণী	O
থিয়	O
হৈ	O
আছে	O
আৰু	O
ফুলৰ	O
পাত্ৰ	O
লৈ	O
আঁঠু	O
কাঢ়ি	O
থকা	O
আন	O
এটা	O
মূৰ্তি	O
আছে	O
।	O

মানুহঘৰ	O
দুখীয়া	O
যেন	O
বোধ	O
হ'ল	O
।	O

টিজু	B-LOC
,	O
গ্লো	B-LOC
লেক	I-LOC
,	O
পৰশুৰামকুণ্ডই	B-LOC
পৰ্যটকক	O
ৰিঙিয়াই	O
মাতে	O
।	O

ভাৰতবৰ্ষ	B-LOC
এখন	O
ভোগবাদীৰ	O
দেশ	O
।	O

১৮৮১	B-YEAR
চনত	I-YEAR
প্ৰতিষ্ঠিত	O
এই	O
বনাঞ্চলৰ	O
সীমা	O
পাটকাই	B-LOC
পৰ্বতৰ	I-LOC
পাদদেশলৈকে	O
বিস্তৃত	O
আছিল	O
।	O

দুলিয়ান	O
দিয়া	O
,	O
ওলোটাখৰ	O
দিয়া	O
আদি	O
ভিন্ন	O
ভংগীৰে	O
শিৱৰ	B-PER
সন্তুষ্টিৰ	O
বাবে	O
অংগৰে	O
পূজা	O
কৰি	O
নৰ্তকীসকল	O
ভাগৰি	O
পৰে	O
আৰু	O
প্ৰভুৰ	O
চৰণত	O
পৰি	O
বন্দনা	O
কৰে	O
।	O

জলচৰ	O
চৰাইৰ	O
ভিতৰত	O
মুখ্য	O
হৈছে	O
-	O
ব্লাইথ'চ	O
কিংফিছাৰ	O
,	O
বৰ	O
বগলী	O
,	O
ডালমেটিয়ান	O
পেলিকান	O
,	O
স্পট	O
বিলড	O
পেলিকান	O
,	O
নৰ্ডমেন'চ	O
গ্ৰীণশেংক	O
,	O
আৰু	O
চিকাৰী	O
চৰাইৰ	O
ভিতৰত	O
ঈগল	O
,	O
গ্ৰেটাৰ	O
স্পটেড	O
,	O
ৱাইট	O
-	O
টেইল্ড	O
,	O
পাল্লাচ'চ	O
ফিচ	O
ইগল	O
,	O
গ্ৰে	O
-	O
হেডেড	O
ফিচ	O
ইগল	O
,	O
আৰু	O
লেচাৰ	O
কেষ্ট্ৰেল	O
প্ৰধান	O
।	O

সেয়ে	O
এঘৰ	O
চিনাকীৰ	O
ঘৰত	O
আমাৰ	O
দুপৰীয়াৰ	O
ভাগ	O
সাজৰ	O
ব্যৱস্থা	O
কৰা	O
হ'ল	O
।	O

পিছে	O
সেই	O
ষষ্ঠদশ	O
শতিকাতে	O
গোলকোণ্ডাত	B-LOC
বৰ্ষণ	O
জল	O
-	O
কৰ্ষণৰ	O
ব্যৱস্থা	O
কৰা	O
হৈছিল	O
।	O

এটা	O
সৰু	O
কীৰ্তিস্তম্ভৰ	O
লগতে	O
মন্দিৰটো	O
থকা	O
অসমত	B-LOC
এইটোৱে	O
একমাত্ৰ	O
ভাস্কৰ্য্য	O
।	O

মন্দিৰ	O
চৌহদত	O
থকা	O
পুখুৰীৰ	O
মাজমজিয়াত	O
সু	O
-	O
উচ্চ	O
মহাদেৱৰ	B-PER
মূৰ্তি	O
এটিও	O
আছে	O
।	O

বেগৰ	O
পৰা	O
এটা	O
সৰু	O
লপেটপ	O
উলিয়ালে	O
।	O

স্বৰ্গদেউয়ে	O
মন্দিৰৰ	O
ৰক্ষণা	O
-	O
বেক্ষণৰ	O
বাবে	O
মন্দিৰৰ	O
নামত	O
ভূমিদান	O
কৰিছিল	O
।	O

সাতসৰীৰ	O
পাতত	O
ধাৰাবাহিকভাৱে	O
প্ৰকাশিত	O
অৰণ্য	O
ভ্ৰমণৰ	O
অভিজ্ঞতাৰ	O
সৌমদ্বীপ	B-PER
দত্তৰ	I-PER
নামচাঙৰ	B-MISC
অন্তেষপুৰ	I-MISC
এক	O
অনুপম	O
ৰচনা	O
।	O

তীব্ৰ	O
বেগত	O
গতি	O
কৰা	O
ট্ৰেনখনে	O
চকুৰ	O
পচাৰতে	O
আমাক	O
গন্তব্য	O
সথানত	O
পৌচাই	O
দিলে	O
।	O

ই	O
উত্তৰৰ	O
পৰা	O
দক্ষিণলৈ	O
মৃদু	O
ঢালযুক্ত	O
সমভূমি	O
।	O

ভিজাগৰ	B-LOC
পৰা	O
১৬	O
কি:মি:	O
দূৰত্বত	O
অৱস্থিত	O
সিংহলেম	B-LOC
মন্দিৰ	I-LOC
পৰ্যটকৰ	O
বাবে	O
অতি	O
বিতোপন	O
আৰু	O
পবিত্ৰ	O
ঠাই	O
।	O

আমেৰিকা	B-LOC
আৰু	O
ইউৰোপৰ	B-LOC
দেশ	O
সমূহলৈ	O
যিমান	O
ভাৰতীয়	B-MISC
মানুহ	O
যায়	O
,	O
দক্ষিণ	B-LOC
আমেৰিকাৰ	I-LOC
দেশবোৰলৈ	O
সিমান	O
নাহে	O
।	O

পেপেই	B-LOC
কলে	O
এইটো	O
বলিভিয়ালৈ	B-LOC
গৈছে	O
আৰু	O
এইটো	O
ব্ৰাজিললৈ	B-LOC
।	O

পৰিয়ালৰ	O
নুমলীয়া	O
সুসন্তানৰ	O
দৰে	O
সকলো	O
ভিয়েটনামীয়ে	O
উন্নত	O
,	O
অনুন্নত	O
সকলো	O
দেশৰ	O
সমাদৰ	O
আদায়	O
কৰিব	O
পাৰিছে	O
।	O

সেই	O
ঠাইত	O
উপস্থিত	O
হোৱাৰ	O
পাছত	O
মই	O
উপলব্ধি	O
কৰিছিলোঁ	O
যে	O
পৰিয়ালৰ	O
সৈতে	O
এই	O
ঠাই	O
ভ্ৰমণ	O
কৰা	O
একেবাৰে	O
সমীচীন	O
নহ'ব	O
।	O

দুয়োখন	O
ঠাইৰ	O
পৰা	O
নৌ	O
পথেৰেও	O
এদিনৰ	O
দূৰত্বত	O
আন্দামান	B-LOC
নিকোবৰ	I-LOC
দ্বীপপুঞ্জ	I-LOC
পাব	O
পাৰি	O
।	O

ইংলিজ	B-LOC
চেনেল	I-LOC
জাহাজেৰে	O
পাৰ	O
হৈ	O
আহিছিলোঁ	O
।	O

মৈদামৰ	O
সুৰক্ষাৰ	O
আৰু	O
নিৰ্মাণৰ	O
বাবে	O
চাংৰুং	O
ফুকন	O
আৰু	O
মৈদাম	O
ফুকন	O
বুলি	O
পদসমুহ	O
সৃষ্টি	O
কৰা	O
হৈছিল	O
যি	O
৯জন	O
ফুকনৰ	O
ভিতৰত	O
আছিল	O
।	O

তেওঁ	O
বৰ	O
ভাল	O
পালে	O
।	O

এই	O
মাটিতেই	O
পোনতে	O
খেৰ	O
-	O
বাঁহেৰে	O
সজা	O
কীৰ্তনঘৰটো	O
বৰ্তমান	O
পকী	O
কৰা	O
হয়	O
।	O

তদানীন্তন	O
অসমৰ	B-LOC
ৰাজ্যপাল	O
জনকী	B-PER
বল্লভ	I-PER
পটনায়কে	I-PER
এই	O
মন্দিৰ	O
স্থাপনত	O
বিশেষ	O
অৱদান	O
আগবঢ়াইছিল	O
।	O

মাজুলীৰ	B-LOC
অন্যতম	O
ধৰ্মীয়	O
কেন্দ্ৰ	O
হিচেপেও	O
চামগুৰি	B-LOC
সত্ৰ	I-LOC
বিখ্যাত	O
।	O

মাঘনোৱা	B-LOC
দ'ল	I-LOC
অসমৰ	B-LOC
লখিমপুৰ	B-LOC
জিলাৰ	O
নাৰায়ণপুৰৰ	B-LOC
ফুলবাৰী	B-LOC
গাঁৱত	O
অৱস্থিত	O
এটা	O
দ'ল	O
।	O

বাৰ্ষিক	O
বৃষ্টিপাতৰ	O
পৰিমাণ	O
গড়	O
হিচাপত	O
১৮০০	O
মিলিমিটাৰতকৈ	O
অলপ	O
কম	O
,	O
গড়	O
সৰ্বোচ্চ	O
তাপমাত্ৰা	O
৩৪	O
ডিগ্ৰী	O
চেণ্টিগ্ৰেড	O
আৰু	O
সৰ্বনিম্ন	O
৬	O
চেণ্টিগ্ৰেড	O
।	O

এই	O
